seconds,	voltage
1593.955852,	141.917650	
1595.365847,	141.916090	
1596.775847,	141.914410	
1598.185843,	141.913250	
1599.595846,	141.911570	
1601.005853,	141.909890	
1602.415850,	141.908860	
1603.825850,	141.907310	
1605.235846,	141.905890	
1606.645846,	141.904210	
1608.055850,	141.902910	
1609.465849,	141.901230	
1610.875845,	141.900070	
1612.285845,	141.898390	
1613.695849,	141.896970	
1615.105847,	141.895550	
1616.515847,	141.893870	
1617.925845,	141.892320	
1619.335854,	141.891150	
1620.745848,	141.889600	
1622.155852,	141.888180	
1623.565850,	141.886630	
1624.975838,	141.885470	
1626.385837,	141.883790	
1627.795844,	141.882240	
1629.205841,	141.880820	
1630.615837,	141.879270	
1632.025843,	141.877710	
1633.435844,	141.876160	
1634.845841,	141.874740	
1636.255843,	141.873320	
1637.665840,	141.872030	
1639.075857,	141.870350	
1640.485847,	141.869060	
1641.895838,	141.867380	
1643.305838,	141.866210	
1644.715843,	141.864790	
1646.125837,	141.863110	
1647.535840,	141.861950	
1648.945845,	141.860140	
1650.355852,	141.858720	
1651.765842,	141.857170	
1653.175849,	141.856010	
1654.585847,	141.854330	
1655.995848,	141.853030	
1657.405846,	141.851480	
1658.815850,	141.850060	
1660.225850,	141.848640	
1661.635847,	141.847090	
1663.045849,	141.845540	
1664.455850,	141.844380	
1665.865846,	141.842570	
1667.275850,	141.841270	
1668.685849,	141.839590	
1670.095840,	141.838430	
1671.505834,	141.836750	
1672.915839,	141.835330	
1674.325851,	141.834040	
1675.735841,	141.832490	
1677.145835,	141.830810	
1678.555847,	141.829770	
1679.965840,	141.827960	
1681.375832,	141.826930	
1682.785895,	141.825120	
1684.195848,	141.823700	
1685.605848,	141.822150	
1687.015845,	141.820730	
1688.425850,	141.819310	
1689.835844,	141.817750	
1691.245852,	141.816460	
1692.655848,	141.815040	
1694.065847,	141.813490	
1695.475852,	141.811940	
1696.885848,	141.810650	
1698.295849,	141.809230	
1699.705848,	141.807680	
1701.115844,	141.806380	
1702.525854,	141.804830	
1703.935849,	141.803280	
1705.345850,	141.801730	
1706.755843,	141.800570	
1708.165843,	141.798890	
1709.575850,	141.797340	
1710.985850,	141.796300	
1712.395840,	141.794620	
1713.805835,	141.793200	
1715.215848,	141.791650	
1716.625843,	141.789970	
1718.035839,	141.788810	
1719.445837,	141.787650	
1720.855846,	141.785840	
1722.265840,	141.784670	
1723.675847,	141.783120	
1725.085847,	141.781440	
1726.495849,	141.780020	
1727.905849,	141.778470	
1729.315848,	141.777050	
1730.725850,	141.775760	
1732.135851,	141.774210	
1733.545848,	141.772910	
1734.955846,	141.771490	
1736.365844,	141.769810	
1737.775854,	141.768260	
1739.185849,	141.767100	
1740.595855,	141.765420	
1742.005844,	141.764130	
1743.415848,	141.762450	
1744.825847,	141.761410	
1746.235851,	141.759730	
1747.645846,	141.758050	
1749.055852,	141.756630	
1750.465848,	141.755600	
1751.875849,	141.753920	
1753.285842,	141.752500	
1754.695838,	141.751080	
1756.105837,	141.749520	
1757.515845,	141.747970	
1758.925838,	141.746550	
1760.335834,	141.745000	
1761.745840,	141.743580	
1763.155848,	141.742290	
1764.565845,	141.740870	
1765.975832,	141.739450	
1767.385838,	141.737890	
1768.795844,	141.736210	
1770.205851,	141.734920	
1771.615843,	141.733500	
1773.025844,	141.732340	
1774.435846,	141.730530	
1775.845845,	141.729240	
1777.255837,	141.728070	
1778.665842,	141.726520	
1780.075844,	141.725100	
1781.485853,	141.723420	
1782.895834,	141.722130	
1784.305928,	141.720580	
1785.715844,	141.718900	
1787.125839,	141.717860	
1788.535846,	141.716570	
1789.945841,	141.714760	
1791.355841,	141.713210	
1792.765836,	141.711660	
1794.175841,	141.710500	
1795.585838,	141.708950	
1796.995845,	141.707530	
1798.405833,	141.706360	
1799.815841,	141.704810	
1801.225835,	141.703520	
1802.635835,	141.701710	
1804.045835,	141.700290	
1805.455838,	141.698740	
1806.865838,	141.697450	
1808.275849,	141.695770	
1809.685839,	141.694730	
1811.095838,	141.693310	
1812.505840,	141.691630	
1813.915834,	141.690210	
1815.325842,	141.688660	
1816.735841,	141.687110	
1818.145851,	141.685950	
1819.555838,	141.684520	
1820.965834,	141.682970	
1822.375830,	141.681680	
1823.785839,	141.680000	
1825.195849,	141.678710	
1826.605838,	141.677290	
1828.015846,	141.675480	
1829.425845,	141.674320	
1830.835841,	141.672770	
1832.245844,	141.671340	
1833.655844,	141.669790	
1835.065851,	141.668370	
1836.475846,	141.666950	
1837.885846,	141.665530	
1839.295852,	141.663850	
1840.705847,	141.662820	
1842.115846,	141.661140	
1843.525846,	141.659710	
1844.935852,	141.658290	
1846.345847,	141.656870	
1847.755851,	141.655320	
1849.165850,	141.654160	
1850.575851,	141.652610	
1851.985843,	141.650930	
1853.395847,	141.649380	
1854.805843,	141.648210	
1856.215842,	141.646660	
1857.625847,	141.645110	
1859.035840,	141.643690	
1860.445847,	141.642270	
1861.855848,	141.640850	
1863.265844,	141.639300	
1864.675849,	141.638130	
1866.085840,	141.636580	
1867.495834,	141.635420	
1868.905834,	141.633480	
1870.315833,	141.632320	
1871.725842,	141.630640	
1873.135839,	141.629220	
1874.545841,	141.628050	
1875.955833,	141.626370	
1877.365839,	141.625080	
1878.775841,	141.623660	
1880.185838,	141.622110	
1881.595846,	141.620560	
1883.005847,	141.619140	
1884.415850,	141.617850	
1885.825846,	141.616170	
1887.235853,	141.614740	
1888.645839,	141.613190	
1890.055847,	141.612030	
1891.465845,	141.610480	
1892.875846,	141.609060	
1894.285841,	141.607640	
1895.695848,	141.606220	
1897.105842,	141.604410	
1898.515844,	141.603240	
1899.925850,	141.601690	
1901.335851,	141.600530	
1902.745847,	141.598980	
1904.155846,	141.597300	
1905.565847,	141.596260	
1906.975844,	141.594590	
1908.385838,	141.593290	
1909.795842,	141.591480	
1911.205844,	141.590190	
1912.615837,	141.588640	
1914.025839,	141.587220	
1915.435854,	141.585670	
1916.845849,	141.584380	
1918.255845,	141.582570	
1919.665845,	141.581400	
1921.075838,	141.579850	
1922.485843,	141.578430	
1923.895843,	141.577010	
1925.305840,	141.575460	
1926.715837,	141.574040	
1928.125836,	141.572880	
1929.535852,	141.571070	
1930.945844,	141.569770	
1932.355844,	141.568220	
1933.765842,	141.566930	
1935.175839,	141.565380	
1936.585839,	141.563960	
1937.995844,	141.562540	
1939.405844,	141.560730	
1940.815838,	141.559440	
1942.225843,	141.558270	
1943.635847,	141.556720	
1945.045846,	141.555300	
1946.455851,	141.553880	
1947.865846,	141.552330	
1949.275848,	141.550780	
1950.685854,	141.549620	
1952.095849,	141.547680	
1953.505847,	141.546640	
1954.915876,	141.544700	
1956.325850,	141.543410	
1957.735844,	141.542250	
1959.145849,	141.540700	
1960.555855,	141.539410	
1961.965845,	141.537730	
1963.375846,	141.536430	
1964.785848,	141.534750	
1966.195846,	141.533200	
1967.605846,	141.531910	
1969.015843,	141.530360	
1970.425841,	141.528940	
1971.835848,	141.527520	
1973.245840,	141.526100	
1974.655843,	141.524420	
1976.065846,	141.522870	
1977.475843,	141.521830	
1978.885844,	141.520150	
1980.295847,	141.518600	
1981.705841,	141.517310	
1983.115843,	141.515890	
1984.525838,	141.514210	
1985.935845,	141.512920	
1987.345842,	141.511490	
1988.755846,	141.510070	
1990.165834,	141.508520	
1991.575834,	141.507360	
1992.985842,	141.505810	
1994.395850,	141.504260	
1995.805841,	141.502710	
1997.215842,	141.501290	
1998.625848,	141.499730	
2000.035838,	141.498180	
2001.445842,	141.496760	
2002.855838,	141.495470	
2004.265842,	141.493790	
2005.675837,	141.492370	
2007.085842,	141.490820	
2008.495839,	141.489660	
2009.905843,	141.487850	
2011.315844,	141.486550	
2012.725848,	141.485000	
2014.135839,	141.483710	
2015.545848,	141.482160	
2016.955847,	141.480740	
2018.365837,	141.479450	
2019.775837,	141.477640	
2021.185840,	141.476350	
2022.595837,	141.474790	
2024.005839,	141.473370	
2025.415850,	141.471950	
2026.825839,	141.470400	
2028.235846,	141.468850	
2029.645846,	141.467820	
2031.055853,	141.466140	
2032.465845,	141.464460	
2033.875850,	141.463160	
2035.285846,	141.461610	
2036.695849,	141.460320	
2038.105857,	141.458900	
2039.515849,	141.456830	
2040.925846,	141.455540	
2042.335848,	141.454250	
2043.745850,	141.452700	
2045.155848,	141.451400	
2046.565844,	141.449850	
2047.975847,	141.448560	
2049.385849,	141.447010	
2050.795848,	141.445590	
2052.205845,	141.443910	
2053.615844,	141.442620	
2055.025851,	141.440940	
2056.435849,	141.439260	
2057.845845,	141.437970	
2059.255838,	141.436670	
2060.665849,	141.434860	
2062.075849,	141.433700	
2063.485842,	141.432280	
2064.895841,	141.430730	
2066.305843,	141.429180	
2067.715849,	141.427500	
2069.125845,	141.426080	
2070.535850,	141.424400	
2071.945845,	141.423360	
2073.355849,	141.421940	
2074.765836,	141.420260	
2076.175847,	141.418710	
2077.585841,	141.417420	
2078.995838,	141.415870	
2080.405848,	141.414450	
2081.815840,	141.412900	
2083.225849,	141.411470	
2084.635842,	141.409920	
2086.045834,	141.408500	
2087.455834,	141.406950	
2088.865837,	141.405530	
2090.275834,	141.403980	
2091.685843,	141.402430	
2093.095835,	141.401010	
2094.505836,	141.399720	
2095.915833,	141.398040	
2097.325839,	141.396480	
2098.735839,	141.395190	
2100.145834,	141.393510	
2101.555843,	141.392090	
2102.965837,	141.390670	
2104.375834,	141.389120	
2105.785834,	141.387700	
2107.195835,	141.386410	
2108.605834,	141.384980	
2110.015840,	141.383300	
2111.425835,	141.381750	
2112.835838,	141.380460	
2114.245838,	141.378650	
2115.655846,	141.377230	
2117.065841,	141.375680	
2118.475840,	141.374130	
2119.885834,	141.372840	
2121.295832,	141.370900	
2122.705833,	141.369860	
2124.115838,	141.368060	
2125.525836,	141.366760	
2126.935834,	141.365470	
2128.345836,	141.363790	
2129.755842,	141.362370	
2131.165843,	141.360950	
2132.575847,	141.359010	
2133.985837,	141.357720	
2135.395850,	141.356550	
2136.805844,	141.354750	
2138.215847,	141.353450	
2139.625847,	141.351770	
2141.035860,	141.350350	
2142.445850,	141.349060	
2143.855851,	141.347250	
2145.265848,	141.345700	
2146.675848,	141.344540	
2148.085851,	141.342730	
2149.495857,	141.341310	
2150.905845,	141.340010	
2152.315844,	141.338720	
2153.725844,	141.336910	
2155.135856,	141.335360	
2156.545845,	141.333810	
2157.955851,	141.332520	
2159.365847,	141.330840	
2160.775846,	141.329420	
2162.185851,	141.327870	
2163.595843,	141.326570	
2165.005846,	141.324770	
2166.415856,	141.323210	
2167.825850,	141.321660	
2169.235857,	141.320370	
2170.645851,	141.318690	
2172.055853,	141.317010	
2173.465846,	141.315590	
2174.875835,	141.314300	
2176.285849,	141.312880	
2177.695839,	141.311330	
2179.105843,	141.309900	
2180.515844,	141.308220	
2181.925845,	141.306670	
2183.335838,	141.305510	
2184.745836,	141.303830	
2186.155837,	141.301890	
2187.565835,	141.300860	
2188.975835,	141.299310	
2190.385838,	141.297630	
2191.795839,	141.296210	
2193.205836,	141.294790	
2194.615839,	141.293110	
2196.025844,	141.291810	
2197.435848,	141.290260	
2198.845841,	141.288580	
2200.255845,	141.287160	
2201.665839,	141.285870	
2203.075843,	141.284060	
2204.485838,	141.282640	
2205.895838,	141.280830	
2207.305836,	141.279540	
2208.715839,	141.277990	
2210.125836,	141.276440	
2211.535840,	141.274880	
2212.945837,	141.273330	
2214.355844,	141.272170	
2215.765844,	141.270360	
2217.175844,	141.268680	
2218.585847,	141.267130	
2219.995847,	141.265710	
2221.405844,	141.264290	
2222.815847,	141.262740	
2224.225844,	141.261190	
2225.635853,	141.259640	
2227.045846,	141.258090	
2228.455854,	141.256790	
2229.865842,	141.255240	
2231.275846,	141.253690	
2232.685851,	141.252010	
2234.095851,	141.250460	
2235.505849,	141.249040	
2236.915855,	141.247360	
2238.325851,	141.245940	
2239.735847,	141.244650	
2241.145855,	141.242710	
2242.555849,	141.241420	
2243.965851,	141.239740	
2245.375845,	141.238060	
2246.785846,	141.236890	
2248.195852,	141.235080	
2249.605850,	141.233790	
2251.015859,	141.232110	
2252.425849,	141.230430	
2253.835844,	141.228880	
2255.245847,	141.227590	
2256.655844,	141.225910	
2258.065847,	141.224490	
2259.475849,	141.222940	
2260.885855,	141.221390	
2262.295851,	141.219960	
2263.705849,	141.218160	
2265.115844,	141.216600	
2266.525854,	141.215180	
2267.935849,	141.213630	
2269.345851,	141.211820	
2270.755859,	141.210660	
2272.165852,	141.209110	
2273.575853,	141.207430	
2274.985853,	141.206010	
2276.395851,	141.204460	
2277.805849,	141.202650	
2279.215841,	141.201490	
2280.625853,	141.199810	
2282.035850,	141.198380	
2283.445856,	141.196570	
2284.855853,	141.195020	
2286.265849,	141.193860	
2287.675844,	141.192180	
2289.085848,	141.190370	
2290.495855,	141.188950	
2291.905849,	141.187530	
2293.315846,	141.185850	
2294.725848,	141.184430	
2296.135844,	141.182880	
2297.545854,	141.181200	
2298.955847,	141.179390	
2300.365844,	141.178100	
2301.775850,	141.176420	
2303.185847,	141.174870	
2304.595850,	141.173440	
2306.005853,	141.171760	
2307.415851,	141.170210	
2308.825845,	141.168790	
2310.235849,	141.166980	
2311.645844,	141.165430	
2313.055847,	141.163880	
2314.465853,	141.162460	
2315.875842,	141.161040	
2317.285849,	141.159620	
2318.695847,	141.157680	
2320.105853,	141.156130	
2321.515842,	141.154450	
2322.925845,	141.153030	
2324.335843,	141.151480	
2325.745845,	141.150050	
2327.155841,	141.148630	
2328.565844,	141.146690	
2329.975847,	141.145270	
2331.385851,	141.143460	
2332.795848,	141.142040	
2334.205848,	141.140750	
2335.615837,	141.138810	
2337.025845,	141.137390	
2338.435845,	141.135840	
2339.845844,	141.134290	
2341.255867,	141.132480	
2342.665840,	141.131060	
2344.075844,	141.129640	
2345.485844,	141.127830	
2346.895845,	141.126410	
2348.305847,	141.124730	
2349.715852,	141.123180	
2351.125841,	141.121750	
2352.535850,	141.120330	
2353.945849,	141.118270	
2355.355847,	141.116590	
2356.765839,	141.115160	
2358.175851,	141.113610	
2359.585843,	141.112190	
2360.995839,	141.110510	
2362.405854,	141.109090	
2363.815859,	141.107280	
2365.225843,	141.105990	
2366.635845,	141.103920	
2368.045851,	141.102370	
2369.455850,	141.101080	
2370.865849,	141.099400	
2372.275865,	141.098110	
2373.685849,	141.096430	
2375.095847,	141.094620	
2376.505850,	141.093070	
2377.915868,	141.091650	
2379.325852,	141.089840	
2380.735847,	141.088290	
2382.145846,	141.086990	
2383.555855,	141.084930	
2384.965849,	141.083890	
2386.375854,	141.081950	
2387.785852,	141.080400	
2389.195846,	141.078980	
2390.605853,	141.077300	
2392.015851,	141.075750	
2393.425854,	141.073810	
2394.835847,	141.072390	
2396.245852,	141.070710	
2397.655841,	141.069420	
2399.065841,	141.067740	
2400.475850,	141.065930	
2401.885841,	141.064250	
2403.295850,	141.062830	
2404.705847,	141.061150	
2406.115844,	141.059600	
2407.525851,	141.058430	
2408.935852,	141.056240	
2410.345859,	141.054690	
2411.755845,	141.053270	
2413.165842,	141.051710	
2414.575902,	141.049910	
2415.985842,	141.048360	
2417.395844,	141.046800	
2418.805844,	141.045000	
2420.215845,	141.043700	
2421.625841,	141.041890	
2423.035844,	141.040210	
2424.445837,	141.038920	
2425.855841,	141.036980	
2427.265845,	141.035430	
2428.675845,	141.034010	
2430.085844,	141.032590	
2431.495849,	141.030520	
2432.905850,	141.029230	
2434.315843,	141.027420	
2435.725845,	141.026000	
2437.135851,	141.024190	
2438.545849,	141.022380	
2439.955848,	141.020700	
2441.365844,	141.019410	
2623.255834,	141.013850	
2624.665839,	141.010360	
2626.075846,	141.006490	
2627.485845,	141.003000	
2628.895848,	140.999640	
2630.305838,	140.996670	
2631.715837,	140.993050	
2633.125841,	140.989950	
2634.535846,	140.986590	
2635.945844,	140.983100	
2637.355834,	140.980120	
2638.765837,	140.976760	
2640.175840,	140.973790	
2641.585849,	140.970690	
2642.995844,	140.967590	
2644.405842,	140.964490	
2645.815841,	140.961650	
2647.225836,	140.958670	
2648.635837,	140.955830	
2650.045845,	140.952730	
2651.455837,	140.950270	
2652.865840,	140.947170	
2654.275846,	140.944070	
2655.685837,	140.941490	
2657.095843,	140.938770	
2658.505840,	140.936320	
2659.915841,	140.933350	
2661.325844,	140.930760	
2662.735846,	140.928050	
2664.145843,	140.925460	
2665.555841,	140.922880	
2666.965839,	140.920420	
2668.375845,	140.917580	
2669.785846,	140.914870	
2671.195841,	140.912540	
2672.605844,	140.910090	
2674.015843,	140.907630	
2675.425850,	140.905050	
2676.835841,	140.902850	
2678.245840,	140.900260	
2679.655844,	140.897810	
2681.065841,	140.895480	
2682.475842,	140.893160	
2683.885843,	140.890830	
2685.295846,	140.888380	
2686.705840,	140.886180	
2688.115842,	140.883590	
2689.525845,	140.881660	
2690.935835,	140.879200	
2692.345842,	140.877000	
2693.755849,	140.874550	
2695.165842,	140.872220	
2696.575851,	140.870160	
2697.985845,	140.867830	
2699.395845,	140.865500	
2700.805843,	140.863440	
2702.215835,	140.861110	
2703.625847,	140.859040	
2705.035842,	140.857100	
2706.445850,	140.854650	
2707.855852,	140.852320	
2709.265848,	140.850250	
2710.675853,	140.848190	
2712.085847,	140.846250	
2713.495851,	140.843790	
2714.905847,	140.841860	
2716.315891,	140.839790	
2717.725843,	140.837720	
2719.135844,	140.835520	
2720.545842,	140.833330	
2721.955835,	140.831260	
2723.365841,	140.829320	
2724.775837,	140.826990	
2726.185841,	140.825190	
2727.595837,	140.822990	
2729.005836,	140.820660	
2730.415841,	140.818850	
2731.825852,	140.816790	
2733.235839,	140.814850	
2734.645844,	140.812780	
2736.055852,	140.810710	
2737.465837,	140.808900	
2738.875836,	140.807090	
2740.285838,	140.804640	
2741.695842,	140.802830	
2743.105853,	140.800760	
2744.515836,	140.798820	
2745.925833,	140.796760	
2747.335844,	140.794690	
2748.745847,	140.792750	
2750.155860,	140.790940	
2751.565847,	140.788870	
2752.975846,	140.786810	
2754.385851,	140.785000	
2755.795850,	140.783190	
2757.205850,	140.781120	
2758.615847,	140.779050	
2760.025848,	140.776980	
2761.435847,	140.775300	
2762.845846,	140.773240	
2764.255848,	140.771300	
2765.665849,	140.769360	
2767.075852,	140.767160	
